CHEM,SMILES
GERRARDINE,CN1C(CCC1C2C(CSS2)O)C3C(CSS3)O
GIBBERELLIN,CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O
GIGANTECIN,CCCCCCCCCCCCC(C1CCC(O1)C(CCC(C2CCC(O2)CCCCCC(CC3=CC(OC3=O)C)O)O)O)O
GIGANTINE,CC1C2=CC(=C(C(=C2CCN1C)O)OC)OC
GILLETINE,CN1CCC2=CC(=C3C4=C2C1CC5=CC(=C(C=C5)OC)OC6=CC=C(CC7C8=C(C(=C(C=C8CCN7)O)O4)OO3)C=C6)OC
GINGERENONE-A,COC1=C(C=CC(=C1)CCC=CC(=O)CCC2=CC(=C(C=C2)O)OC)O
GINGERENONE-B,COC1=CC(=CC(=C1O)OC)CCC=CC(=O)CCC2=CC(=C(C=C2)O)OC
GINGEROL,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
GINKGETIN,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O
GINKGOLIC-ACID,CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
GINKGOLIDE-A,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
GINKGOLIDE-B,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
GINNOL,CCCCCCCCCCCCCCCCCCCC(CCCCCCCCC)O
GINSENOSIDE-RC,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C
GINSENOSIDE-RD,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C
GINSENOSIDE-RE,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O
GINSENOSIDE-RF,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C
GINSENOSIDE-RH1,"CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C
CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C
CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C"
GINSENOSIDES,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(C4(C)C)O)C)C)C)O)C
GIPARMEN,CC1=CC(=O)OC2=C1C=CC(=C2)OCC#C
GITALIN,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN
GITOGENIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CC(C(C6)O)O)C)C)C)OC1
GITOXIGENIN,CC12CCC(CC1CCC3C2CCC4(C3(CC(C4C5=CC(=O)OC5)O)O)C)O
GITOXIN,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CC(C7C8=CC(=O)OC8)O)O)C)C)C)C)O)O
GLABRANIN,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=CC=C3)C
GLABRENE,CC1(C=CC2=C(C=CC(=C2O1)C3=CC4=C(C=C(C=C4)O)OC3)O)C
GLABROL,CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(O2)C(=C(C=C3)O)CC=C(C)C)O)C
GLAUCARUBIN,"CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O"
GLAUCARUBINONE,"CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(=O)C=C5C)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(=O)C=C5C)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(=O)C=C5C)O)C)OC1=O)O)O)C)O
CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(=O)C=C5C)O)C)OC1=O)O)O)C)O"
GLAUCARUBOLONE,CC1C2C(C(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(=O)C5O)C)C)O)O
GLAUCINE,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC
GLAUCOLIDE-A,CC(=C)C(=O)OC1CC(C(=O)CCC2(C(O2)C3C1=C(C(=O)O3)COC(=O)C)C)(C)OC(=O)C
GLAUCOLIDE-B,CC(=O)OCC1=C2C(CC(C(=O)CCC3(C(C2OC1=O)O3)C)(C)OC(=O)C)OC(=O)C
GLAZIOVINE,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)O)OC
GLEPIDOTIN-A,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=CC=C3)O)C
GLEPIDOTIN-B,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(C(O2)C3=CC=CC=C3)O)C
GLEPIDOTIN-C,CC(=C)C(CC1=C(C=C(C=C1O)CCC2=CC=CC=C2)O)O
GLICORICONE,CC(=CCC1=C(C(=C(C=C1O)O)C2=COC3=C(C2=O)C=CC(=C3)O)OC)C
GLISOFLAVONE,CC(=CCC1=C(C(=CC(=C1)C2=COC3=C(C2=O)C(=CC(=C3)O)OC)O)O)C
GLUCO-FRANGULIN,CC1C(C(C(C(O1)OC2=CC3=C(C(=C2)O)C(=O)C4=C(C3=O)C=C(C=C4O)C)O)O)OC5C(C(C(C(O5)CO)O)O)O
GLUCO-OBTUSIFOLIN,CC1=CC2=C(C(=C1OC3C(C(C(C(O3)CO)O)O)O)OC)C(=O)C4=C(C2=O)C=CC=C4O
GLUCOMANNAN,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
GLUCOSAMINE,C(C1C(C(C(C(O1)O)N)O)O)O
GLUCOSAMINE-SULFATE,C(C(C(C(C(C=O)N)O)O)O)O.C(C(C(C(C(C=O)N)O)O)O)O.OS(=O)(=O)O
GLUCOSE,C(C1C(C(C(C(O1)O)O)O)O)O
GLUCOSYLORIENTIN,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
GLUTAMIC-ACID,C(CC(=O)O)C(C(=O)O)N
GLUTAMINE,C(CC(=O)N)C(C(=O)O)N
GLUTATHIONE,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
GLUTINOSONE,CC1C2CC(CCC2=CC(=O)C1O)C(=C)C
GLYCEOLLIN,CC1(C=CC2=C(O1)C=CC3=C2OCC4(C3OC5=C4C=CC(=C5)O)O)C
GLYCEOLLIN-I,CC1(C=CC2=C(O1)C=CC3=C2OCC4(C3OC5=C4C=CC(=C5)O)O)C
GLYCEOLLIN-II,CC1(C=CC2=CC3=C(C=C2O1)OCC4(C3OC5=C4C=CC(=C5)O)O)C
GLYCEOLLIN-III,CC(=C)C1CC2=CC3=C(C=C2O1)OCC4(C3OC5=C4C=CC(=C5)O)O
GLYCEOLLIN-IV,CC(=CCC1=CC2=C(C=C1OC)OCC3(C2OC4=C3C=CC(=C4)O)O)C
GLYCERIC-ACID,C(C(C(=O)O)O)O
GLYCERIN,C(C(CO)O)O
GLYCEROL,C(C(CO)O)O
GLYCERYL-MONOSTEARATE,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
GLYCINE,C(C(=O)O)N
GLYCITEIN,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
GLYCOBISMINE-A,CC(=CCC1=C2C(=C(C(=C1O)C3CC(OC4=C3C5=C(C(=C4)O)C(=O)C6=CC=CC=C6N5)(C)C)O)C(=O)C7=CC=CC=C7N2C)C
GLYCOCITRINE-I,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=C(N2C)C(=CC=C3)O)C
GLYCOLIC-ACID,C(C(=O)O)O
GLYCOSINE,CN1C2=CC=CC=C2C(=O)N=C1CC3=CC=CC=C3
GLYCOSMININE,C1=CC=C(C=C1)CC2=NC3=CC=CC=C3C(=O)N2
GLYCOZOLIDOL,CC1=CC2=C(C=C1OC)NC3=C2C=C(C=C3)O
GLYCYCOUMARIN,CC(=CCC1=C(C2=C(C=C1O)OC(=O)C(=C2)C3=C(C=C(C=C3)O)O)OC)C
GLYCYRRHETIC-ACID,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
GLYCYRRHISOFLAVANONE,CC1(C=CC2=C(O1)C(=CC(=C2)C3COC4=C(C3=O)C(=CC(=C4)O)OC)O)C
GLYCYRRHISOFLAVONE,CC(=CCC1=C(C(=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O)O)C
GLYCYRRHIZIC-ACID,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
GLYCYRRHIZIN,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
GLYOXYLIC-ACID,C(=O)C(=O)O
GNAPHALIIN,COC1=C(C=C(C2=C1OC(=C(C2=O)OC)C3=CC=CC=C3)O)O
GNIDICIN,"CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC8=CC=CC=C8
CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC8=CC=CC=C8
CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC8=CC=CC=C8
CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC8=CC=CC=C8"
GNIDIDIN,"CCCCCC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCCCC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCCCC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCCCC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C"
GNIDILATIDIN,"CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO
CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO
CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO
CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO
CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO
CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO"
GNIDILATIDIN-20-PALMITATE,CCCCCCCCCCCCCCCC(=O)OCC12C(O1)C3C4C5(C(C(C3(C6C=C(C(=O)C6(C2O)O)C)OC(O4)(O5)C=CC=CCCCCC)C)OC(=O)C7=CC=CC=C7)C(=C)C
GNIDILATIN,"CCCCCCCCCC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)C7=CC=CC=C7)C)C=C(C6=O)C)O)O)CO"
GNIDIMACRIN,"CC1CCCCCCC(C23OC4C5C6C(O6)(C(C7(C(C1C(C7OC(=O)C8=CC=CC=C8)C)C5(O2)C(CC4(O3)C(=C)C)COC(=O)C9=CC=CC=C9)O)O)CO)O
CC1CCCCCCC(C23OC4C5C6C(O6)(C(C7(C(C1C(C7OC(=O)C8=CC=CC=C8)C)C5(O2)C(CC4(O3)C(=C)C)COC(=O)C9=CC=CC=C9)O)O)CO)O
CC1CCCCCCC(C23OC4C5C6C(O6)(C(C7(C(C1C(C7OC(=O)C8=CC=CC=C8)C)C5(O2)C(CC4(O3)C(=C)C)COC(=O)C9=CC=CC=C9)O)O)CO)O
CC1CCCCCCC(C23OC4C5C6C(O6)(C(C7(C(C1C(C7OC(=O)C8=CC=CC=C8)C)C5(O2)C(CC4(O3)C(=C)C)COC(=O)C9=CC=CC=C9)O)O)CO)O
CC1CCCCCCC(C23OC4C5C6C(O6)(C(C7(C(C1C(C7OC(=O)C8=CC=CC=C8)C)C5(O2)C(CC4(O3)C(=C)C)COC(=O)C9=CC=CC=C9)O)O)CO)O"
GNIDIMACRIN-20-PALMITATE,CCCCCCCCCCCCCCCC(=O)OCC12C(O1)C3C4C5(CC(C36C7C(C(CCCCCCC(C(O4)(O5)O6)O)C)C(C(C7(C2O)O)OC(=O)C8=CC=CC=C8)C)COC(=O)C9=CC=CC=C9)C(=C)C
GNIDITRIN,"CCCC=CC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCC=CC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCC=CC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCC=CC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C
CCCC=CC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C"
GOFRUSIDE,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)O)O
GOITRIN,"C=CC1CNC(=S)O1
C=CC1CNC(=S)O1
C=CC1CNC(=S)O1"
GOLD,[Au]
GOMERIC-ACID,CC1(CCCC2(C1CCC3(C2CCC(O3)(C)CC(=O)O)C)C)C
GOMISIN-E,CC1CC2=CC3=C(C4=C2C5=C(C(=C(C=C5C(C1C)OC(=O)C(C(CO4)C)(C)O)OC)OC)OC)OCO3
GOMPHRENIN-I,C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)OC4C(C(C(C(O4)CO)O)O)O)O)C(=O)[O-])C(=O)O)C(=O)O
GOMPHRENIN-V,COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3=C(C=C4CC([N+](=CC=C5CC(NC(=C5)C(=O)O)C(=O)O)C4=C3)C(=O)[O-])O)O)O)O)O
GONIOTHALAMICIN,CCCCCCCCCCCCCCC(C1CCC(O1)C(CCC(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O
GONIOTHALENOL,"C1=CC=C(C=C1)C2C(C3C(O2)C=CC(=O)O3)O
C1=CC=C(C=C1)C2C(C3C(O2)C=CC(=O)O3)O"
GOSSYPETIN,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O
GOSSYPETIN-8-GLUCOSIDE,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
GOSSYPIN,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
GOSSYPOL,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
GOSSYPOL-ACETIC-ACID,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O
GOYAZENSOLIDE,CC(=C)C(=O)OC1CC2(C(=O)C=C(O2)C(=CC3C1C(=C)C(=O)O3)CO)C
GRACILLIN,"CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1"
GRADOLIDE,CC=C(C)C(=O)OC1CC(C2CC=C(C2C3C1C(C(=O)O3)(C)OC(=O)C(=CC)C)C)(C)O
GRAMINE,CN(C)CC1=CNC2=CC=CC=C21
GRAMINILIATRIN,CC(=CCOC(=O)C)C(=O)OC1CC2(CO2)C3C(C4C1C(=C)C(=O)O4)C5(C(C3O)O5)C
GRANATIN-A,C1C2C3C(C(C(O2)C(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)OC(=O)C6=CC(=O)C7(C(C6C8=C(O7)C(=C(C=C8C(=O)O3)O)O)(O)O)O)O
GRANDINOL,CC1=C(C(=C(C(=C1O)C(=O)CC(C)C)O)C=O)O
GRANILIN,"CC12CC3C(CC1C(=C)C(CC2O)O)C(=C)C(=O)O3
CC12CC3C(CC1C(=C)C(CC2O)O)C(=C)C(=O)O3
CC12CC3C(CC1C(=C)C(CC2O)O)C(=C)C(=O)O3
CC12CC3C(CC1C(=C)C(CC2O)O)C(=C)C(=O)O3"
GRAPHINONE,"CC(=CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O)C
CC(=CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O)C
CC(=CCC1C(O1)(C)C2(C(C(=O)CCC23CO3)OC)O)C"
GRAVEOLININE,COC1=CC(=NC2=CC=CC=C21)C3=CC4=C(C=C3)OCO4
GRAYANOTOXIN,"CC1C2CCC3C(C2(CC(C4(C1CC(C4(C)C)O)O)O)CC3(C)O)O
CC1C2CCC3C(C2(CC(C4(C1CC(C4(C)C)O)O)O)CC3(C)O)O
CC1C2CCC3C(C2(CC(C4(C1CC(C4(C)C)O)O)O)CC3(C)O)O"
GRAYANOTOXIN-I,CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)CC(C4(C)C)O)O)O)CC2(C)O
GREVILLOL,CCCCCCCCCCCCCC1=CC(=CC(=C1)O)O
GROSHEIMIN,CC1C2C(CC1=O)C(=C)CC(C3C2OC(=O)C3=C)O
GROSSHEMIN,CC1C2C(CC1=O)C(=C)CC(C3C2OC(=O)C3=C)O
GUAIACOL,COC1=CC=CC=C1O
GUAIACYL-PHENYLACETATE,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2
GUAIAZULENE,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
GUAIJAVERIN,C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
GUAIOL,CC1CCC(CC2=C1CCC2C)C(C)(C)O
GUAIYL-ACETATE,CC1CCC(CC2=C1CCC2C)C(C)(C)OC(=O)C
GUANIDINE,C(=N)(N)N
GUANINE,C1=NC2=C(N1)C(=O)NC(=N2)N
GUATTEGAUMERINE,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)O)OC
GUTTIFERONE-A,"CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC=C(C)C)CC=C(C)C)C)C
CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC=C(C)C)CC=C(C)C)C)C"
GUTTIFERONE-B,CC(=CCCC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC=C(C)CCC=C(C)C)C)C
GUTTIFERONE-C,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC(CCC(=C)C)C(=C)C)CC=C(C)C)C)C
GUTTIFERONE-D,CC(=CCCC1(C(CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C1(C2=O)CC=C(C)C)CC(CC=C(C)C)C(=C)C)CC=C(C)C)C)C
GUTTIFERONE-E,CC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC(CC=C(C)C)C(=C)C)C
GUVACINE,C1CNCC(=C1)C(=O)O
GYNOCARDIN,"C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O
C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O
C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O
C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O"
GYPENOSIDE-XXV,CC(=CCCC(COC1C(C(C(C(O1)CO)O)O)O)(C2CCC3(C2CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)OC7C(C(C(C(O7)CO)O)O)O)C=O)C)C)O)C
GYPSOGENIC-ACID,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C)C2C1)C)C(=O)O)C
GYPSOGENIN-3-O-RHAMNOSYLGLUCURONIDE,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3CCC4(C(C3(C)C=O)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O
GYROCARPINE,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)OC)O
HAEMANTHAMINE,COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)O
HAEMATOXYLIN,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O
HAEMOCORIN,COC1=C(C2=C3C(=C1)C=C(C(=O)C3=C(C=C2)C4=CC=CC=C4)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)O)O
HAINANENSINE,CC1(C2=C3C(=CC4=C2OCO4)CCN5CCCC5=C3C1=O)O
HAINANOLIDE,"CC1C2C3C4C5C1(CCC6=CC(=O)C=C(C(=C56)C4O2)C)C(=O)O3
CC1C2C3C4C5C1(CCC6=CC(=O)C=C(C(=C56)C4O2)C)C(=O)O3
CC1C2C3C4C5C1(CCC6=CC(=O)C=C(C(=C56)C4O2)C)C(=O)O3
CC1C2C3C4C5C1(CCC6=CC(=O)C=C(C(=C56)C4O2)C)C(=O)O3
CC1C2C3C4C5C1(CCC6=CC(=O)C=C(C(=C56)C4O2)C)C(=O)O3
CC1C2C3C4C5C1(CCC6=CC(=O)C=C(C(=C56)C4O2)C)C(=O)O3"
